gene	length_nt	header
RPL14	648	lcl|NC_000003.12_cds_NP_003964.3_24436 [gene=RPL14] [db_xref=CCDS:CCDS33739.1,GeneID:9045] [protein=large ribosomal subunit protein eL14] [protein_id=NP_003964.3] [location=join(40457361..40457363,40457890..40457991,40458642..40458736,40461407..40461506,40461608..40461661,40461939..40462232)] [gbkey=CDS]
RPL14	648	lcl|NC_000003.12_cds_NP_001030168.1_24437 [gene=RPL14] [db_xref=CCDS:CCDS43070.1,Ensembl:ENSP00000379506.2,GeneID:9045] [protein=large ribosomal subunit protein eL14] [protein_id=NP_001030168.1] [location=join(40457472..40457474,40457890..40457991,40458642..40458736,40461407..40461506,40461608..40461661,40461939..40462232)] [gbkey=CDS]
RPL29	480	lcl|NC_000003.12_cds_NP_000983.1_25913 [gene=RPL29] [db_xref=CCDS:CCDS2845.1,Ensembl:ENSP00000294189.4,GeneID:6159] [protein=large ribosomal subunit protein eL29] [protein_id=NP_000983.1] [location=complement(join(51993749..51994126,51995042..51995106,51995425..51995461))] [gbkey=CDS]
RPL24	474	lcl|NC_000003.12_cds_NP_000977.1_27233 [gene=RPL24] [db_xref=CCDS:CCDS33809.1,Ensembl:ENSP00000377640.3,GeneID:6152] [protein=large ribosomal subunit protein eL24] [protein_id=NP_000977.1] [location=complement(join(101681135..101681215,101682429..101682492,101682771..101682907,101685818..101685928,101686482..101686557,101686672..101686676))] [gbkey=CDS]
RPL22L1	366	lcl|NC_000003.12_cds_NP_001307380.1_29856 [gene=RPL22L1] [db_xref=CCDS:CCDS82875.1,GeneID:200916] [protein=ribosomal protein eL22-like isoform 2] [protein_id=NP_001307380.1] [location=complement(join(170866380..170866524,170868013..170868134,170868298..170868387,170870159..170870167))] [gbkey=CDS]
RPL22L1	369	lcl|NC_000003.12_cds_NP_001093115.1_29857 [gene=RPL22L1] [db_xref=CCDS:CCDS46955.1,Ensembl:ENSP00000346080.7,GeneID:200916] [protein=ribosomal protein eL22-like isoform 1] [protein_id=NP_001093115.1] [location=complement(join(170866380..170866524,170868013..170868134,170868298..170868390,170870159..170870167))] [gbkey=CDS]
RPL39L	156	lcl|NC_000003.12_cds_NP_443201.1_30503 [gene=RPL39L] [db_xref=CCDS:CCDS3286.1,Ensembl:ENSP00000296277.4,GeneID:116832] [protein=ribosomal protein eL39-like 2] [protein_id=NP_443201.1] [location=complement(187121145..187121300)] [gbkey=CDS]
RPL35A	333	lcl|NC_000003.12_cds_NP_000987.2_30972 [gene=RPL35A] [db_xref=CCDS:CCDS33930.1,Ensembl:ENSP00000495672.1,GeneID:6165] [protein=large ribosomal subunit protein eL33] [protein_id=NP_000987.2] [location=join(197950968..197950978,197951159..197951311,197954003..197954147,197955750..197955773)] [gbkey=CDS]
RPL35A	333	lcl|NC_000003.12_cds_NP_001303240.1_30973 [gene=RPL35A] [db_xref=CCDS:CCDS33930.1,GeneID:6165] [protein=large ribosomal subunit protein eL33] [protein_id=NP_001303240.1] [location=join(197950968..197950978,197951159..197951311,197954003..197954147,197955750..197955773)] [gbkey=CDS]
RPL9	579	lcl|NC_000004.12_cds_NP_000652.2_32362 [gene=RPL9] [db_xref=CCDS:CCDS3452.1,Ensembl:ENSP00000346022.7,GeneID:6133] [protein=large ribosomal subunit protein uL6] [protein_id=NP_000652.2] [location=complement(join(39454543..39454649,39454864..39454944,39456406..39456538,39457586..39457681,39458194..39458309,39458394..39458439))] [gbkey=CDS]
RPL9	579	lcl|NC_000004.12_cds_NP_001020092.1_32363 [gene=RPL9] [db_xref=CCDS:CCDS3452.1,GeneID:6133] [protein=large ribosomal subunit protein uL6] [protein_id=NP_001020092.1] [location=complement(join(39454543..39454649,39454864..39454944,39456406..39456538,39457586..39457681,39458194..39458309,39458394..39458439))] [gbkey=CDS]
RPL34	354	lcl|NC_000004.12_cds_NP_000986.2_34380 [gene=RPL34] [db_xref=CCDS:CCDS3680.1,GeneID:6164] [protein=large ribosomal subunit protein eL34] [protein_id=NP_000986.2] [location=join(108621960..108622024,108622105..108622204,108622515..108622618,108625128..108625212)] [gbkey=CDS]
RPL34	354	lcl|NC_000004.12_cds_NP_296374.1_34381 [gene=RPL34] [db_xref=CCDS:CCDS3680.1,GeneID:6164] [protein=large ribosomal subunit protein eL34] [protein_id=NP_296374.1] [location=join(108621960..108622024,108622105..108622204,108622515..108622618,108625128..108625212)] [gbkey=CDS]
RPL34	354	lcl|NC_000004.12_cds_NP_001306161.1_34382 [gene=RPL34] [db_xref=CCDS:CCDS3680.1,GeneID:6164] [protein=large ribosomal subunit protein eL34] [protein_id=NP_001306161.1] [location=join(108621960..108622024,108622105..108622204,108622515..108622618,108625128..108625212)] [gbkey=CDS]
RPL34	354	lcl|NC_000004.12_cds_NP_001306163.1_34383 [gene=RPL34] [db_xref=CCDS:CCDS3680.1,GeneID:6164] [protein=large ribosomal subunit protein eL34] [protein_id=NP_001306163.1] [location=join(108621960..108622024,108622105..108622204,108622515..108622618,108625128..108625212)] [gbkey=CDS]
RPL34	354	lcl|NC_000004.12_cds_NP_001306164.1_34384 [gene=RPL34] [db_xref=CCDS:CCDS3680.1,GeneID:6164] [protein=large ribosomal subunit protein eL34] [protein_id=NP_001306164.1] [location=join(108621960..108622024,108622105..108622204,108622515..108622618,108625128..108625212)] [gbkey=CDS]
RPL34	354	lcl|NC_000004.12_cds_NP_001306165.1_34385 [gene=RPL34] [db_xref=CCDS:CCDS3680.1,Ensembl:ENSP00000378162.3,GeneID:6164] [protein=large ribosomal subunit protein eL34] [protein_id=NP_001306165.1] [location=join(108621960..108622024,108622105..108622204,108622515..108622618,108625128..108625212)] [gbkey=CDS]
RPS3A	795	lcl|NC_000004.12_cds_NP_000997.1_35443 [gene=RPS3A] [db_xref=CCDS:CCDS3775.1,Ensembl:ENSP00000346050.3,GeneID:6189] [protein=small ribosomal subunit protein eS1 isoform 1] [protein_id=NP_000997.1] [location=join(151099653..151099714,151100485..151100588,151100975..151101162,151102871..151103079,151104177..151104286,151104472..151104593)] [gbkey=CDS]
RPS3A	177	lcl|NC_000004.12_cds_NP_001254628.1_35444 [gene=RPS3A] [db_xref=GeneID:6189] [protein=small ribosomal subunit protein eS1 isoform 2] [protein_id=NP_001254628.1] [location=join(151099653..151099714,151100485..151100588,151102871..151102881)] [gbkey=CDS]
RPL37	294	lcl|NC_000005.10_cds_NP_000988.1_37119 [gene=RPL37] [db_xref=CCDS:CCDS3934.1,Ensembl:ENSP00000274242.5,GeneID:6167] [protein=large ribosomal subunit protein eL37] [protein_id=NP_000988.1] [location=complement(join(40832504..40832573,40834181..40834265,40834471..40834606,40835183..40835185))] [gbkey=CDS]
RPS23	432	lcl|NC_000005.10_cds_NP_001016.1_38336 [gene=RPS23] [db_xref=CCDS:CCDS47241.1,Ensembl:ENSP00000296674.8,GeneID:6228] [protein=small ribosomal subunit protein uS12] [protein_id=NP_001016.1] [location=complement(join(82276109..82276255,82276398..82276518,82277693..82277852,82278320..82278323))] [gbkey=CDS]
RPS14	456	lcl|NC_000005.10_cds_NP_005608.1_40708 [gene=RPS14] [db_xref=CCDS:CCDS4307.1,Ensembl:ENSP00000385425.1,GeneID:6208] [protein=small ribosomal subunit protein uS11] [protein_id=NP_005608.1] [location=complement(join(150444286..150444353,150445609..150445685,150446802..150446963,150447585..150447733))] [gbkey=CDS]
RPS14	456	lcl|NC_000005.10_cds_NP_001020241.1_40709 [gene=RPS14] [db_xref=CCDS:CCDS4307.1,GeneID:6208] [protein=small ribosomal subunit protein uS11] [protein_id=NP_001020241.1] [location=complement(join(150444286..150444353,150445609..150445685,150446802..150446963,150447585..150447733))] [gbkey=CDS]
RPS14	456	lcl|NC_000005.10_cds_NP_001020242.1_40710 [gene=RPS14] [db_xref=CCDS:CCDS4307.1,GeneID:6208] [protein=small ribosomal subunit protein uS11] [protein_id=NP_001020242.1] [location=complement(join(150444286..150444353,150445609..150445685,150446802..150446963,150447585..150447733))] [gbkey=CDS]
RPL26L1	438	lcl|NC_000005.10_cds_XP_016865008.1_41324 [gene=RPL26L1] [db_xref=GeneID:51121] [protein=ribosomal protein uL24-like isoform X1] [protein_id=XP_016865008.1] [location=join(172959874..172960041,172968459..172968599,172969413..172969541)] [gbkey=CDS]
RPL26L1	438	lcl|NC_000005.10_cds_XP_016865009.1_41325 [gene=RPL26L1] [db_xref=GeneID:51121] [protein=ribosomal protein uL24-like isoform X1] [protein_id=XP_016865009.1] [location=join(172959874..172960041,172968459..172968599,172969413..172969541)] [gbkey=CDS]
RPL26L1	438	lcl|NC_000005.10_cds_XP_011532867.1_41326 [gene=RPL26L1] [db_xref=GeneID:51121] [protein=ribosomal protein uL24-like isoform X1] [protein_id=XP_011532867.1] [location=join(172959874..172960041,172968459..172968599,172969413..172969541)] [gbkey=CDS]
RPL26L1	438	lcl|NC_000005.10_cds_NP_057177.1_41327 [gene=RPL26L1] [db_xref=CCDS:CCDS4382.1,Ensembl:ENSP00000265100.2,GeneID:51121] [protein=ribosomal protein uL24-like] [protein_id=NP_057177.1] [location=join(172959874..172960041,172968459..172968599,172969413..172969541)] [gbkey=CDS]
RPL26L1	438	lcl|NC_000005.10_cds_NP_001304909.1_41328 [gene=RPL26L1] [db_xref=CCDS:CCDS4382.1,GeneID:51121] [protein=ribosomal protein uL24-like] [protein_id=NP_001304909.1] [location=join(172959874..172960041,172968459..172968599,172969413..172969541)] [gbkey=CDS]
RPL26L1	438	lcl|NC_000005.10_cds_NP_001304910.1_41329 [gene=RPL26L1] [db_xref=CCDS:CCDS4382.1,GeneID:51121] [protein=ribosomal protein uL24-like] [protein_id=NP_001304910.1] [location=join(172959874..172960041,172968459..172968599,172969413..172969541)] [gbkey=CDS]
RPL26L1	438	lcl|NC_000005.10_cds_NP_001304911.1_41330 [gene=RPL26L1] [db_xref=CCDS:CCDS4382.1,GeneID:51121] [protein=ribosomal protein uL24-like] [protein_id=NP_001304911.1] [location=join(172959874..172960041,172968459..172968599,172969413..172969541)] [gbkey=CDS]
RPS18	459	lcl|NC_000006.12_cds_NP_072045.1_43612 [gene=RPS18] [db_xref=CCDS:CCDS4771.1,Ensembl:ENSP00000393241.2,GeneID:6222] [protein=small ribosomal subunit protein uS13] [protein_id=NP_072045.1] [location=join(33272120..33272122,33272628..33272726,33275797..33275883,33275965..33276066,33276176..33276267,33276391..33276466)] [gbkey=CDS]
RPS10-NUDT3	876	lcl|NC_000006.12_cds_NP_001189399.1_43743 [gene=RPS10-NUDT3] [db_xref=GeneID:100529239] [protein=RPS10-NUDT3 protein] [protein_id=NP_001189399.1] [location=complement(join(34288753..34288931,34293451..34293535,34295641..34295685,34341862..34341972,34418369..34418424,34421730..34421807,34424669..34424840,34425072..34425221))] [gbkey=CDS]
RPS10	498	lcl|NC_000006.12_cds_NP_001190174.1_43745 [gene=RPS10] [db_xref=CCDS:CCDS4792.1,GeneID:6204] [protein=small ribosomal subunit protein eS10] [protein_id=NP_001190174.1] [location=complement(join(34417506..34417547,34418369..34418424,34421730..34421807,34424669..34424840,34425072..34425221))] [gbkey=CDS]
RPS10	498	lcl|NC_000006.12_cds_NP_001191020.1_43746 [gene=RPS10] [db_xref=CCDS:CCDS4792.1,GeneID:6204] [protein=small ribosomal subunit protein eS10] [protein_id=NP_001191020.1] [location=complement(join(34417506..34417547,34418369..34418424,34421730..34421807,34424669..34424840,34425072..34425221))] [gbkey=CDS]
RPS10	498	lcl|NC_000006.12_cds_NP_001005.1_43747 [gene=RPS10] [db_xref=CCDS:CCDS4792.1,Ensembl:ENSP00000497917.1,GeneID:6204] [protein=small ribosomal subunit protein eS10] [protein_id=NP_001005.1] [location=complement(join(34417506..34417547,34418369..34418424,34421730..34421807,34424669..34424840,34425072..34425221))] [gbkey=CDS]
RPL10A	654	lcl|NC_000006.12_cds_NP_009035.3_43868 [gene=RPL10A] [db_xref=CCDS:CCDS4806.1,Ensembl:ENSP00000363018.3,GeneID:4736] [protein=large ribosomal subunit protein uL1] [protein_id=NP_009035.3] [location=join(35468435..35468439,35468799..35468873,35468947..35469027,35469381..35469529,35470179..35470351,35470580..35470750)] [gbkey=CDS]
RPL7L1	768	lcl|NC_000006.12_cds_NP_001353410.1_44369 [gene=RPL7L1] [db_xref=CCDS:CCDS4873.2,Ensembl:ENSP00000418221.3,GeneID:285855] [protein=ribosomal protein uL30-like] [protein_id=NP_001353410.1] [location=join(42879911..42879951,42880861..42880966,42883451..42883614,42884613..42884750,42885974..42886083,42886256..42886464)] [gbkey=CDS]
RPL7L1	768	lcl|NC_000006.12_cds_NP_940888.3_44370 [gene=RPL7L1] [db_xref=CCDS:CCDS4873.2,GeneID:285855] [protein=ribosomal protein uL30-like] [protein_id=NP_940888.3] [location=join(42879911..42879951,42880861..42880966,42883451..42883614,42884613..42884750,42885974..42886083,42886256..42886464)] [gbkey=CDS]
RPS12	399	lcl|NC_000006.12_cds_NP_001007.2_46916 [gene=RPS12] [db_xref=CCDS:CCDS5164.1,Ensembl:ENSP00000230050.3,GeneID:6206] [protein=small ribosomal subunit protein eS12] [protein_id=NP_001007.2] [location=join(132814769..132814782,132814972..132815088,132816461..132816563,132816960..132817061,132817480..132817542)] [gbkey=CDS]
RPS6KA2	2226	lcl|NC_000006.12_cds_NP_001006933.3_47982 [gene=RPS6KA2] [db_xref=CCDS:CCDS34570.1,GeneID:6196] [protein=ribosomal protein S6 kinase alpha-2 isoform b] [protein_id=NP_001006933.3] [location=complement(join(166412762..166412887,166413794..166413931,166418225..166418342,166419882..166419958,166423256..166423417,166430453..166430611,166432401..166432490,166448724..166448849,166451103..166451233,166459449..166459551,166469841..166469905,166488833..166488921,166490671..166490741,166498508..166498650,166500887..166500924,166504506..166504612,166508203..166508282,166510277..166510357,166531232..166531313,166538668..166538784,166858200..166858259,166862108..166862170))] [gbkey=CDS]
RPS6KA2	2277	lcl|NC_000006.12_cds_NP_001305865.2_47983 [gene=RPS6KA2] [db_xref=CCDS:CCDS83148.1,GeneID:6196] [protein=ribosomal protein S6 kinase alpha-2 isoform c] [protein_id=NP_001305865.2] [location=complement(join(166412762..166412887,166413794..166413931,166418225..166418342,166419882..166419958,166423256..166423417,166430453..166430611,166432401..166432490,166448724..166448849,166451103..166451233,166459449..166459551,166469841..166469905,166488833..166488921,166490671..166490741,166498508..166498650,166500887..166500924,166504506..166504612,166508203..166508282,166510277..166510357,166531232..166531313,166538668..166538784,166770863..166770913,166858200..166858259,166862108..166862170))] [gbkey=CDS]
RPS6KA2	1908	lcl|NC_000006.12_cds_NP_001305866.1_47984 [gene=RPS6KA2] [db_xref=GeneID:6196] [protein=ribosomal protein S6 kinase alpha-2 isoform d] [protein_id=NP_001305866.1] [location=complement(join(166412762..166412887,166413794..166413931,166418225..166418342,166419882..166419958,166423256..166423417,166430453..166430611,166432401..166432490,166448724..166448849,166451103..166451233,166459449..166459551,166469841..166469905,166488833..166488921,166490671..166490741,166498508..166498650,166500887..166500924,166504506..166504612,166508203..166508282,166510277..166510324,166862108..166862144))] [gbkey=CDS]
RPS6KA2	2196	lcl|NC_000006.12_cds_XP_047275189.1_47985 [gene=RPS6KA2] [db_xref=GeneID:6196] [protein=ribosomal protein S6 kinase alpha-2 isoform X2] [protein_id=XP_047275189.1] [location=complement(join(166412762..166412887,166413794..166413931,166418225..166418342,166419882..166419958,166423256..166423417,166430453..166430611,166432401..166432490,166448724..166448849,166451103..166451233,166459449..166459551,166469841..166469905,166488833..166488921,166490671..166490741,166498508..166498650,166500887..166500924,166504506..166504612,166508203..166508282,166510277..166510357,166531232..166531313,166538668..166538784,166770863..166770913,166771009..166771050))] [gbkey=CDS]
RPS6KA2	2154	lcl|NC_000006.12_cds_XP_047275190.1_47986 [gene=RPS6KA2] [db_xref=GeneID:6196] [protein=ribosomal protein S6 kinase alpha-2 isoform X3] [protein_id=XP_047275190.1] [location=complement(join(166412762..166412887,166413794..166413931,166418225..166418342,166419882..166419958,166423256..166423417,166430453..166430611,166432401..166432490,166448724..166448849,166451103..166451233,166459449..166459551,166469841..166469905,166488833..166488921,166490671..166490741,166498508..166498650,166500887..166500924,166504506..166504612,166508203..166508282,166510277..166510357,166531232..166531313,166538668..166538784,166757527..166757577))] [gbkey=CDS]
RPS6KA2	2202	lcl|NC_000006.12_cds_NP_066958.2_47987 [gene=RPS6KA2] [db_xref=CCDS:CCDS5294.1,Ensembl:ENSP00000265678.4,GeneID:6196] [protein=ribosomal protein S6 kinase alpha-2 isoform a] [protein_id=NP_066958.2] [location=complement(join(166412762..166412887,166413794..166413931,166418225..166418342,166419882..166419958,166423256..166423417,166430453..166430611,166432401..166432490,166448724..166448849,166451103..166451233,166459449..166459551,166469841..166469905,166488833..166488921,166490671..166490741,166498508..166498650,166500887..166500924,166504506..166504612,166508203..166508282,166510277..166510357,166531232..166531313,166538668..166538784,166626921..166627019))] [gbkey=CDS]
RPS6KA2	2286	lcl|NC_000006.12_cds_XP_006715612.1_47988 [gene=RPS6KA2] [db_xref=GeneID:6196] [protein=ribosomal protein S6 kinase alpha-2 isoform X1] [protein_id=XP_006715612.1] [location=complement(join(166412762..166412887,166413794..166413931,166418225..166418342,166419882..166419958,166423256..166423417,166430453..166430611,166432401..166432490,166448724..166448849,166451103..166451233,166459449..166459551,166469841..166469905,166488833..166488921,166490671..166490741,166498508..166498650,166500887..166500924,166504506..166504612,166508203..166508282,166510277..166510357,166531232..166531313,166538668..166538784,166619218..166619301,166626921..166627019))] [gbkey=CDS]
RPS6KA2	1935	lcl|NC_000006.12_cds_XP_047275191.1_47989 [gene=RPS6KA2] [db_xref=GeneID:6196] [protein=ribosomal protein S6 kinase alpha-2 isoform X4] [protein_id=XP_047275191.1] [location=complement(join(166412762..166412887,166413794..166413931,166418225..166418342,166419882..166419958,166423256..166423417,166430453..166430611,166432401..166432490,166448724..166448849,166451103..166451233,166459449..166459551,166469841..166469905,166488833..166488921,166490671..166490741,166498508..166498650,166500887..166500924,166504506..166504612,166508203..166508282,166510277..166510357,166531232..166531262))] [gbkey=CDS]
RPS6KA2	1935	lcl|NC_000006.12_cds_NP_001305867.1_47990 [gene=RPS6KA2] [db_xref=CCDS:CCDS83147.1,GeneID:6196] [protein=ribosomal protein S6 kinase alpha-2 isoform e] [protein_id=NP_001305867.1] [location=complement(join(166412762..166412887,166413794..166413931,166418225..166418342,166419882..166419958,166423256..166423417,166430453..166430611,166432401..166432490,166448724..166448849,166451103..166451233,166459449..166459551,166469841..166469905,166488833..166488921,166490671..166490741,166498508..166498650,166500887..166500924,166504506..166504612,166508203..166508282,166510277..166510357,166531232..166531262))] [gbkey=CDS]
RPS20	429	lcl|NC_000008.11_cds_NP_001139699.1_56146 [gene=RPS20] [db_xref=CCDS:CCDS55231.1,GeneID:6224] [protein=small ribosomal subunit protein uS10 isoform 1] [protein_id=NP_001139699.1] [location=complement(join(56069738..56069833,56073117..56073272,56073695..56073768,56074060..56074159,56074381..56074383))] [gbkey=CDS]
RPS20	360	lcl|NC_000008.11_cds_NP_001014.1_56147 [gene=RPS20] [db_xref=CCDS:CCDS6163.1,Ensembl:ENSP00000009589.3,GeneID:6224] [protein=small ribosomal subunit protein uS10 isoform 2] [protein_id=NP_001014.1] [location=complement(join(56073090..56073272,56073695..56073768,56074060..56074159,56074381..56074383))] [gbkey=CDS]
RPL7	747	lcl|NC_000008.11_cds_NP_000962.2_56661 [gene=RPL7] [db_xref=CCDS:CCDS6212.1,Ensembl:ENSP00000339795.2,GeneID:6129] [protein=large ribosomal subunit protein uL30 isoform 1] [protein_id=NP_000962.2] [location=complement(join(73291044..73291252,73291552..73291661,73291773..73291910,73292239..73292405,73292689..73292797,73293599..73293612))] [gbkey=CDS]
RPL7	627	lcl|NC_000008.11_cds_NP_001350666.1_56662 [gene=RPL7] [db_xref=CCDS:CCDS87615.1,GeneID:6129] [protein=large ribosomal subunit protein uL30 isoform 2] [protein_id=NP_001350666.1] [location=complement(join(73291044..73291252,73291552..73291661,73291773..73291910,73292239..73292405,73292689..73292691))] [gbkey=CDS]
RPL30	348	lcl|NC_000008.11_cds_NP_000980.1_57208 [gene=RPL30] [db_xref=CCDS:CCDS34928.1,Ensembl:ENSP00000287038.3,GeneID:6156] [protein=large ribosomal subunit protein eL30] [protein_id=NP_000980.1] [location=complement(join(98041801..98041850,98042645..98042775,98044943..98045088,98045347..98045367))] [gbkey=CDS]
RPL8	774	lcl|NC_000008.11_cds_NP_150644.1_59093 [gene=RPL8] [db_xref=CCDS:CCDS6433.1,GeneID:6132] [protein=large ribosomal subunit protein uL2] [protein_id=NP_150644.1] [location=complement(join(144789804..144789962,144790355..144790470,144791277..144791495,144791773..144791914,144791992..144792129))] [gbkey=CDS]
RPL8	774	lcl|NC_000008.11_cds_NP_000964.1_59094 [gene=RPL8] [db_xref=CCDS:CCDS6433.1,GeneID:6132] [protein=large ribosomal subunit protein uL2] [protein_id=NP_000964.1] [location=complement(join(144789804..144789962,144790355..144790470,144791277..144791495,144791773..144791914,144791992..144792129))] [gbkey=CDS]
RPL8	774	lcl|NC_000008.11_cds_NP_001304700.1_59095 [gene=RPL8] [db_xref=CCDS:CCDS6433.1,GeneID:6132] [protein=large ribosomal subunit protein uL2] [protein_id=NP_001304700.1] [location=complement(join(144789804..144789962,144790355..144790470,144791277..144791495,144791773..144791914,144791992..144792129))] [gbkey=CDS]
RPL8	774	lcl|NC_000008.11_cds_NP_001304711.1_59096 [gene=RPL8] [db_xref=CCDS:CCDS6433.1,Ensembl:ENSP00000433464.2,GeneID:6132] [protein=large ribosomal subunit protein uL2] [protein_id=NP_001304711.1] [location=complement(join(144789804..144789962,144790355..144790470,144791277..144791495,144791773..144791914,144791992..144792129))] [gbkey=CDS]
RPS6	750	lcl|NC_000009.12_cds_NP_001001.2_59887 [gene=RPS6] [db_xref=CCDS:CCDS6492.1,Ensembl:ENSP00000369757.4,GeneID:6194] [protein=small ribosomal subunit protein eS6] [protein_id=NP_001001.2] [location=complement(join(19376293..19376388,19376494..19376651,19378368..19378514,19378708..19378918,19379487..19379618,19380190..19380195))] [gbkey=CDS]
RPL35	372	lcl|NC_000009.12_cds_NP_009140.1_63071 [gene=RPL35] [db_xref=CCDS:CCDS6858.1,Ensembl:ENSP00000259469.4,GeneID:11224] [protein=large ribosomal subunit protein uL29] [protein_id=NP_009140.1] [location=complement(join(124857918..124858067,124860183..124860264,124861419..124861555,124861910..124861912))] [gbkey=CDS]
RPL12	498	lcl|NC_000009.12_cds_NP_000967.1_63293 [gene=RPL12] [db_xref=CCDS:CCDS6872.1,Ensembl:ENSP00000354739.5,GeneID:6136] [protein=large ribosomal subunit protein uL11] [protein_id=NP_000967.1] [location=complement(join(127447721..127447726,127447877..127447989,127448337..127448423,127449281..127449362,127449610..127449708,127450731..127450804,127451281..127451317))] [gbkey=CDS]
RPL7A	801	lcl|NC_000009.12_cds_NP_000963.1_64049 [gene=RPL7A] [db_xref=CCDS:CCDS6965.1,Ensembl:ENSP00000361076.3,GeneID:6130] [protein=large ribosomal subunit protein eL8] [protein_id=NP_000963.1] [location=join(133348244..133348246,133348922..133349042,133349551..133349700,133349912..133350052,133350240..133350319,133350597..133350727,133351002..133351071,133351262..133351366)] [gbkey=CDS]
RPS24	870	lcl|NC_000010.11_cds_NP_001135757.1_68023 [gene=RPS24] [db_xref=CCDS:CCDS44443.1,GeneID:6229] [protein=small ribosomal subunit protein eS24 isoform d] [protein_id=NP_001135757.1] [location=join(78033902..78033904,78035352..78035417,78035511..78035720,78037194..78037304,78054531..78055010)] [gbkey=CDS]
RPS24	402	lcl|NC_000010.11_cds_NP_001017.1_68024 [gene=RPS24] [db_xref=CCDS:CCDS7355.1,GeneID:6229] [protein=small ribosomal subunit protein eS24 isoform c] [protein_id=NP_001017.1] [location=join(78033902..78033904,78035352..78035417,78035511..78035720,78037194..78037304,78040615..78040626)] [gbkey=CDS]
RPS24	396	lcl|NC_000010.11_cds_NP_001135754.1_68025 [gene=RPS24] [db_xref=CCDS:CCDS86123.1,GeneID:6229] [protein=small ribosomal subunit protein eS24 isoform b] [protein_id=NP_001135754.1] [location=join(78033902..78033904,78035352..78035417,78035511..78035720,78037194..78037304,78037439..78037441,78040204..78040206)] [gbkey=CDS]
RPS24	393	lcl|NC_000010.11_cds_NP_148982.1_68026 [gene=RPS24] [db_xref=CCDS:CCDS7356.1,Ensembl:ENSP00000361435.4,GeneID:6229] [protein=small ribosomal subunit protein eS24 isoform a] [protein_id=NP_148982.1] [location=join(78033902..78033904,78035352..78035417,78035511..78035720,78037194..78037304,78040204..78040206)] [gbkey=CDS]
RPS24	399	lcl|NC_000010.11_cds_NP_001135755.1_68027 [gene=RPS24] [db_xref=CCDS:CCDS86122.1,GeneID:6229] [protein=small ribosomal subunit protein eS24 isoform e] [protein_id=NP_001135755.1] [location=join(78033902..78033904,78035352..78035417,78035511..78035720,78037194..78037304,78037439..78037441,78037965..78037970)] [gbkey=CDS]
RPS24	396	lcl|NC_000010.11_cds_NP_001135756.1_68028 [gene=RPS24] [db_xref=CCDS:CCDS86124.1,GeneID:6229] [protein=small ribosomal subunit protein eS24 isoform b] [protein_id=NP_001135756.1] [location=join(78033902..78033904,78035352..78035417,78035511..78035720,78037194..78037304,78037965..78037970)] [gbkey=CDS]
RPL27A	447	lcl|NC_000011.10_cds_NP_000981.1_72036 [gene=RPL27A] [db_xref=CCDS:CCDS7790.1,Ensembl:ENSP00000346015.5,GeneID:6157] [protein=large ribosomal subunit protein uL15] [protein_id=NP_000981.1] [location=join(8682814..8682816,8683202..8683265,8684006..8684081,8684718..8684892,8685678..8685806)] [gbkey=CDS]
RPS13	456	lcl|NC_000011.10_cds_NP_001008.1_72402 [gene=RPS13] [db_xref=CCDS:CCDS7823.1,Ensembl:ENSP00000435777.1,GeneID:6207] [protein=small ribosomal subunit protein uS15] [protein_id=NP_001008.1] [location=complement(join(17074433..17074466,17075097..17075197,17075454..17075623,17077168..17077246,17077429..17077477,17077619..17077641))] [gbkey=CDS]
RPS6KA4	2319	lcl|NC_000011.10_cds_NP_003933.1_74810 [gene=RPS6KA4] [db_xref=CCDS:CCDS8073.1,Ensembl:ENSP00000333896.4,GeneID:8986] [protein=ribosomal protein S6 kinase alpha-4 isoform a] [protein_id=NP_003933.1] [location=join(64359236..64359290,64359378..64359449,64360163..64360381,64360477..64360592,64361134..64361241,64361469..64361549,64361642..64361745,64361852..64362002,64365301..64365465,64368132..64368260,64368468..64368601,64368704..64368797,64369446..64369619,64369699..64369893,64370225..64370384,64370563..64370726,64371283..64371480)] [gbkey=CDS]
RPS6KA4	2301	lcl|NC_000011.10_cds_NP_001006945.1_74811 [gene=RPS6KA4] [db_xref=GeneID:8986] [protein=ribosomal protein S6 kinase alpha-4 isoform b] [protein_id=NP_001006945.1] [location=join(64359236..64359290,64359378..64359449,64360163..64360381,64360477..64360592,64361134..64361241,64361469..64361549,64361642..64361745,64361852..64362002,64365301..64365465,64368132..64368260,64368486..64368601,64368704..64368797,64369446..64369619,64369699..64369893,64370225..64370384,64370563..64370726,64371283..64371480)] [gbkey=CDS]
RPS6KA4	2298	lcl|NC_000011.10_cds_NP_001287731.1_74812 [gene=RPS6KA4] [db_xref=CCDS:CCDS73313.1,GeneID:8986] [protein=ribosomal protein S6 kinase alpha-4 isoform c] [protein_id=NP_001287731.1] [location=join(64359236..64359290,64359378..64359449,64360163..64360381,64360477..64360592,64361134..64361241,64361469..64361549,64361642..64361745,64361852..64362002,64365301..64365465,64368132..64368260,64368489..64368601,64368704..64368797,64369446..64369619,64369699..64369893,64370225..64370384,64370563..64370726,64371283..64371480)] [gbkey=CDS]
