gene	length_nt	header
Rpl18	567	lcl|NC_000073.7_cds_XP_030098107.1_40016 [gene=Rpl18] [db_xref=GeneID:19899] [protein=large ribosomal subunit protein eL18 isoform X1] [protein_id=XP_030098107.1] [location=join(45367561..45367563,45368677..45368763,45368953..45369060,45369344..45369442,45369718..45369911,45370138..45370213)] [gbkey=CDS]
Rpl18	567	lcl|NC_000073.7_cds_NP_033103.2_40017 [gene=Rpl18] [db_xref=CCDS:CCDS39958.1,GeneID:19899] [protein=large ribosomal subunit protein eL18 isoform 1] [protein_id=NP_033103.2] [location=join(45367561..45367563,45368677..45368763,45368953..45369060,45369344..45369442,45369718..45369911,45370138..45370213)] [gbkey=CDS]
Rpl18	330	lcl|NC_000073.7_cds_NP_001404136.1_40018 [gene=Rpl18] [db_xref=GeneID:19899] [protein=large ribosomal subunit protein eL18 isoform 2] [protein_id=NP_001404136.1] [location=join(45367561..45367563,45368677..45368763,45368953..45369060,45369344..45369442,45370138..45370170)] [gbkey=CDS]
Rpl18	411	lcl|NC_000073.7_cds_XP_017177538.1_40019 [gene=Rpl18] [db_xref=GeneID:19899] [protein=large ribosomal subunit protein eL18 isoform X2] [protein_id=XP_017177538.1] [location=join(45369019..45369060,45369344..45369442,45369718..45369911,45370138..45370213)] [gbkey=CDS]
Rps17	408	lcl|NC_000073.7_cds_NP_033118.1_40913 [gene=Rps17] [db_xref=CCDS:CCDS40006.1,GeneID:20068] [protein=small ribosomal subunit protein eS17] [protein_id=NP_033118.1] [location=complement(join(80992517..80992597,80993483..80993548,80994059..80994164,80994605..80994756,80994950..80994952))] [gbkey=CDS]
Rps3	732	lcl|NC_000073.7_cds_NP_036182.1_41510 [gene=Rps3] [db_xref=CCDS:CCDS40031.1,GeneID:27050] [protein=small ribosomal subunit protein uS3] [protein_id=NP_036182.1] [location=complement(join(99128484..99128677,99129083..99129270,99130904..99130998,99131468..99131561,99131777..99131907,99132799..99132828))] [gbkey=CDS]
Rpl27a	447	lcl|NC_000073.7_cds_NP_036105.2_42387 [gene=Rpl27a] [db_xref=CCDS:CCDS40083.1,GeneID:26451] [protein=large ribosomal subunit protein uL15] [protein_id=NP_036105.2] [location=join(109118427..109118429,109118792..109118855,109119125..109119200,109119675..109119849,109120808..109120936)] [gbkey=CDS]
Rps13	456	lcl|NC_000073.7_cds_NP_080809.1_42670 [gene=Rps13] [db_xref=CCDS:CCDS52370.1,GeneID:68052] [protein=small ribosomal subunit protein uS15] [protein_id=NP_080809.1] [location=complement(join(115930785..115930818,115931614..115931714,115932164..115932333,115932931..115933009,115933135..115933183,115933320..115933342))] [gbkey=CDS]
Rps15a	393	lcl|NC_000073.7_cds_NP_733769.1_42681 [gene=Rps15a] [db_xref=CCDS:CCDS21768.1,GeneID:267019] [protein=small ribosomal subunit protein uS8] [protein_id=NP_733769.1] [location=complement(join(117708323..117708416,117709156..117709241,117714008..117714087,117714332..117714464))] [gbkey=CDS]
Rps23rg1	426	lcl|NC_000074.7_cds_NP_001019899.1_44726 [gene=Rps23rg1] [db_xref=CCDS:CCDS52468.1,GeneID:546049] [protein=ribosomal protein S23, retrogene 1] [protein_id=NP_001019899.1] [location=join(3630469..3630474,3633835..3634254)] [gbkey=CDS]
Rps12-ps24	384	lcl|NC_000074.7_cds_XP_036010305.1_45723 [gene=Rps12-ps24] [db_xref=GeneID:671641] [protein=40S ribosomal protein S12-like] [protein_id=XP_036010305.1] [location=36492907..36493290] [gbkey=CDS]
Rpl18a	531	lcl|NC_000074.7_cds_NP_084027.1_46733 [gene=Rpl18a] [db_xref=CCDS:CCDS22386.1,GeneID:76808] [protein=large ribosomal subunit protein eL20] [protein_id=NP_084027.1] [location=complement(join(71348059..71348151,71348244..71348353,71348560..71348689,71348777..71348956,71350003..71350020))] [gbkey=CDS]
Rpl13	636	lcl|NC_000074.7_cds_NP_058018.2_49025 [gene=Rpl13] [db_xref=CCDS:CCDS22747.1,GeneID:270106] [protein=large ribosomal subunit protein eL13] [protein_id=NP_058018.2] [location=join(123829398..123829501,123829584..123829725,123829922..123830095,123830637..123830693,123831783..123831941)] [gbkey=CDS]
Rps25	378	lcl|NC_000075.7_cds_NP_077228.1_50805 [gene=Rps25] [db_xref=CCDS:CCDS40600.1,GeneID:75617] [protein=small ribosomal subunit protein eS25] [protein_id=NP_077228.1] [location=join(44319052..44319054,44319285..44319380,44319983..44320166,44321251..44321345)] [gbkey=CDS]
Rpl4	1260	lcl|NC_000075.7_cds_XP_036011111.1_52052 [gene=Rpl4] [db_xref=GeneID:67891] [protein=large ribosomal subunit protein uL4 isoform X1] [protein_id=XP_036011111.1] [location=join(64080713..64080715,64082106..64082277,64082476..64082582,64082866..64083004,64083374..64083498,64084223..64084352,64084603..64084759,64085003..64085086,64085179..64085299,64085505..64085726)] [gbkey=CDS]
Rpl4	1260	lcl|NC_000075.7_cds_NP_077174.1_52053 [gene=Rpl4] [db_xref=CCDS:CCDS40667.1,GeneID:67891] [protein=large ribosomal subunit protein uL4] [protein_id=NP_077174.1] [location=join(64080713..64080715,64082106..64082277,64082476..64082582,64082866..64083004,64083374..64083498,64084223..64084352,64084603..64084759,64085003..64085086,64085179..64085299,64085505..64085726)] [gbkey=CDS]
Rps27l	255	lcl|NC_000075.7_cds_NP_080743.1_52313 [gene=Rps27l] [db_xref=CCDS:CCDS40673.1,GeneID:67941] [protein=small ribosomal subunit protein eS27-like isoform 2] [protein_id=NP_080743.1] [location=join(66853457..66853462,66854113..66854221,66854869..66854979,66856611..66856639)] [gbkey=CDS]
Rps27l	318	lcl|NC_000075.7_cds_NP_001298030.1_52314 [gene=Rps27l] [db_xref=CCDS:CCDS81028.1,GeneID:67941] [protein=small ribosomal subunit protein eS27-like isoform 1] [protein_id=NP_001298030.1] [location=join(66853457..66853462,66854113..66854221,66854869..66854979,66855921..66855999,66856611..66856623)] [gbkey=CDS]
Rps27l	309	lcl|NC_000075.7_cds_XP_017169030.1_52315 [gene=Rps27l] [db_xref=GeneID:67941] [protein=small ribosomal subunit protein eS27-like isoform X1] [protein_id=XP_017169030.1] [location=join(66853457..66853462,66854113..66854221,66854869..66854979,66855921..66856003)] [gbkey=CDS]
Rps27l	297	lcl|NC_000075.7_cds_NP_001348035.1_52316 [gene=Rps27l] [db_xref=GeneID:67941] [protein=small ribosomal subunit protein eS27-like isoform 3] [protein_id=NP_001348035.1] [location=join(66853747..66853794,66854113..66854221,66854869..66854979,66856611..66856639)] [gbkey=CDS]
Rpl29	483	lcl|NC_000075.7_cds_NP_001311463.1_53595 [gene=Rpl29] [db_xref=CCDS:CCDS23476.1,GeneID:19944] [protein=large ribosomal subunit protein eL29] [protein_id=NP_001311463.1] [location=join(106307177..106307213,106307507..106307571,106308268..106308648)] [gbkey=CDS]
Rpl29	483	lcl|NC_000075.7_cds_NP_001311462.1_53596 [gene=Rpl29] [db_xref=CCDS:CCDS23476.1,GeneID:19944] [protein=large ribosomal subunit protein eL29] [protein_id=NP_001311462.1] [location=join(106307177..106307213,106307507..106307571,106308268..106308648)] [gbkey=CDS]
Rpl29	483	lcl|NC_000075.7_cds_XP_006511723.1_53597 [gene=Rpl29] [db_xref=GeneID:19944] [protein=large ribosomal subunit protein eL29 isoform X1] [protein_id=XP_006511723.1] [location=join(106307177..106307213,106307507..106307571,106308268..106308648)] [gbkey=CDS]
Rpl29	483	lcl|NC_000075.7_cds_NP_033108.1_53598 [gene=Rpl29] [db_xref=CCDS:CCDS23476.1,GeneID:19944] [protein=large ribosomal subunit protein eL29] [protein_id=NP_033108.1] [location=join(106307177..106307213,106307507..106307571,106308268..106308648)] [gbkey=CDS]
Rps27rt	255	lcl|NC_000075.7_cds_NP_001177187.1_54540 [gene=Rps27rt] [db_xref=CCDS:CCDS52952.1,GeneID:100043813] [protein=ribosomal protein S27-like] [protein_id=NP_001177187.1] [location=complement(114811521..114811775)] [gbkey=CDS]
Rpl14	654	lcl|NC_000075.7_cds_NP_080250.1_54736 [gene=Rpl14] [db_xref=CCDS:CCDS40809.1,GeneID:67115] [protein=large ribosomal subunit protein eL14] [protein_id=NP_080250.1] [location=join(120400605..120400607,120401162..120401263,120401834..120401928,120402642..120402741,120402830..120402883,120403161..120403460)] [gbkey=CDS]
Rpl32l	402	lcl|NC_000076.7_cds_NP_001095031.2_55470 [gene=Rpl32l] [db_xref=GeneID:621697] [protein=ribosomal protein L32-like] [protein_id=NP_001095031.2] [location=20084236..20084637] [gbkey=CDS]
Rps12	399	lcl|NC_000076.7_cds_NP_001394371.1_55552 [gene=Rps12] [db_xref=GeneID:20042] [protein=small ribosomal subunit protein eS12 isoform a] [protein_id=NP_001394371.1] [location=complement(join(23661109..23661171,23661474..23661575,23661800..23661902,23662662..23662778,23662892..23662905))] [gbkey=CDS]
Rps12	399	lcl|NC_000076.7_cds_NP_001394370.1_55553 [gene=Rps12] [db_xref=GeneID:20042] [protein=small ribosomal subunit protein eS12 isoform a] [protein_id=NP_001394370.1] [location=complement(join(23661109..23661171,23661474..23661575,23661800..23661902,23662662..23662778,23662892..23662905))] [gbkey=CDS]
Rps12	399	lcl|NC_000076.7_cds_NP_035425.2_55554 [gene=Rps12] [db_xref=CCDS:CCDS23733.1,GeneID:20042] [protein=small ribosomal subunit protein eS12 isoform a] [protein_id=NP_035425.2] [location=complement(join(23661109..23661171,23661474..23661575,23661800..23661902,23662662..23662778,23662892..23662905))] [gbkey=CDS]
Rps12	366	lcl|NC_000076.7_cds_NP_001394372.1_55555 [gene=Rps12] [db_xref=GeneID:20042] [protein=small ribosomal subunit protein eS12 isoform b] [protein_id=NP_001394372.1] [location=complement(join(23661109..23661171,23661474..23661575,23661800..23661902,23662662..23662759))] [gbkey=CDS]
Rps12	345	lcl|NC_000076.7_cds_NP_001394373.1_55556 [gene=Rps12] [db_xref=GeneID:20042] [protein=small ribosomal subunit protein eS12 isoform c] [protein_id=NP_001394373.1] [location=complement(join(23661432..23661575,23661800..23661902,23662662..23662759))] [gbkey=CDS]
Rps12	618	lcl|NC_000076.7_cds_XP_030100822.1_55557 [gene=Rps12] [db_xref=GeneID:20042] [protein=small ribosomal subunit protein eS12 isoform X1] [protein_id=XP_030100822.1] [location=complement(join(23661805..23661902,23662523..23662778,23662892..23662942,23663054..23663266))] [gbkey=CDS]
Rps15	438	lcl|NC_000076.7_cds_NP_033117.1_57395 [gene=Rps15] [db_xref=CCDS:CCDS35978.1,GeneID:20054] [protein=small ribosomal subunit protein uS19 isoform 1] [protein_id=NP_033117.1] [location=join(80128315..80128317,80128609..80128694,80129476..80129710,80129801..80129914)] [gbkey=CDS]
Rps15	357	lcl|NC_000076.7_cds_NP_001297655.1_57396 [gene=Rps15] [db_xref=CCDS:CCDS78858.1,GeneID:20054] [protein=small ribosomal subunit protein uS19 isoform 2] [protein_id=NP_001297655.1] [location=join(80128687..80128694,80129476..80129710,80129801..80129914)] [gbkey=CDS]
Rpl6l	930	lcl|NC_000076.7_cds_XP_036012022.1_58637 [gene=Rpl6l] [db_xref=GeneID:432502] [protein=60S ribosomal protein L6-like] [protein_id=XP_036012022.1] [location=110961712..110962641] [gbkey=CDS]
Rpl41	78	lcl|NC_000076.7_cds_NP_061348.1_59335 [gene=Rpl41] [db_xref=CCDS:CCDS56753.1,GeneID:67945] [protein=large ribosomal subunit protein eL41] [protein_id=NP_061348.1] [location=complement(join(128384256..128384298,128384527..128384549,128384818..128384829))] [gbkey=CDS]
Rps26	348	lcl|NC_000076.7_cds_NP_038793.2_59339 [gene=Rps26] [db_xref=CCDS:CCDS36090.1,GeneID:27370] [protein=small ribosomal subunit protein eS26] [protein_id=NP_038793.2] [location=complement(join(128460470..128460505,128461076..128461206,128461932..128462109,128462345..128462347))] [gbkey=CDS]
Rps27a	471	lcl|NC_000077.7_cds_NP_077239.1_60496 [gene=Rps27a] [db_xref=CCDS:CCDS24497.1,GeneID:78294] [protein=ubiquitin-ribosomal protein eS31 fusion protein precursor] [protein_id=NP_077239.1] [location=complement(join(29495880..29496029,29496291..29496422,29496703..29496788,29497206..29497260,29497681..29497728))] [gbkey=CDS]
Rps27a	471	lcl|NC_000077.7_cds_NP_001029037.1_60497 [gene=Rps27a] [db_xref=CCDS:CCDS24497.1,GeneID:78294] [protein=ubiquitin-ribosomal protein eS31 fusion protein precursor] [protein_id=NP_001029037.1] [location=complement(join(29495880..29496029,29496291..29496422,29496703..29496788,29497206..29497260,29497681..29497728))] [gbkey=CDS]
Rpl26	438	lcl|NC_000077.7_cds_NP_033106.1_62255 [gene=Rpl26] [db_xref=CCDS:CCDS36187.1,GeneID:19941] [protein=large ribosomal subunit protein uL24] [protein_id=NP_033106.1] [location=join(68793101..68793268,68794005..68794145,68795191..68795319)] [gbkey=CDS]
Rpl23a	471	lcl|NC_000077.7_cds_NP_997406.1_63249 [gene=Rpl23a] [db_xref=CCDS:CCDS25093.1,GeneID:268449] [protein=large ribosomal subunit protein uL23] [protein_id=NP_997406.1] [location=complement(join(78071809..78071823,78071980..78072049,78072243..78072419,78073629..78073812,78074345..78074369))] [gbkey=CDS]
Rps6kb1	1338	lcl|NC_000077.7_cds_XP_006534378.1_63725 [gene=Rps6kb1] [db_xref=GeneID:72508] [protein=ribosomal protein S6 kinase beta-1 isoform X2] [protein_id=XP_006534378.1] [location=complement(join(86393551..86393788,86395092..86395204,86397617..86397724,86402415..86402492,86402651..86402713,86403632..86403739,86404126..86404216,86404373..86404463,86406917..86407017,86408409..86408466,86410718..86410865,86435392..86435532))] [gbkey=CDS]
Rps6kb1	1578	lcl|NC_000077.7_cds_NP_001107806.1_63726 [gene=Rps6kb1] [db_xref=CCDS:CCDS48875.1,GeneID:72508] [protein=ribosomal protein S6 kinase beta-1 isoform 1] [protein_id=NP_001107806.1] [location=complement(join(86393551..86393788,86395092..86395204,86397617..86397724,86402415..86402492,86402651..86402713,86403632..86403739,86404126..86404216,86404373..86404463,86406917..86407017,86408409..86408466,86410718..86410865,86423598..86423666,86424852..86424972,86426237..86426286,86435392..86435532))] [gbkey=CDS]
Rps6kb1	1419	lcl|NC_000077.7_cds_NP_001350091.1_63727 [gene=Rps6kb1] [db_xref=GeneID:72508] [protein=ribosomal protein S6 kinase beta-1 isoform 3] [protein_id=NP_001350091.1] [location=complement(join(86393551..86393788,86395092..86395204,86397617..86397724,86402415..86402492,86402651..86402713,86403632..86403739,86404126..86404216,86404373..86404463,86406917..86407017,86408409..86408466,86410718..86410865,86423598..86423666,86424852..86424972,86426237..86426268))] [gbkey=CDS]
Rps6kb1	969	lcl|NC_000077.7_cds_XP_036012907.1_63728 [gene=Rps6kb1] [db_xref=GeneID:72508] [protein=ribosomal protein S6 kinase beta-1 isoform X4] [protein_id=XP_036012907.1] [location=complement(join(86393551..86393788,86395092..86395204,86397617..86397724,86402415..86402492,86402651..86402713,86403632..86403739,86404126..86404216,86404373..86404463,86406917..86406995))] [gbkey=CDS]
Rps6kb1	969	lcl|NC_000077.7_cds_XP_036012908.1_63729 [gene=Rps6kb1] [db_xref=GeneID:72508] [protein=ribosomal protein S6 kinase beta-1 isoform X4] [protein_id=XP_036012908.1] [location=complement(join(86393551..86393788,86395092..86395204,86397617..86397724,86402415..86402492,86402651..86402713,86403632..86403739,86404126..86404216,86404373..86404463,86406917..86406995))] [gbkey=CDS]
Rps6kb1	969	lcl|NC_000077.7_cds_XP_036012909.1_63730 [gene=Rps6kb1] [db_xref=GeneID:72508] [protein=ribosomal protein S6 kinase beta-1 isoform X4] [protein_id=XP_036012909.1] [location=complement(join(86393551..86393788,86395092..86395204,86397617..86397724,86402415..86402492,86402651..86402713,86403632..86403739,86404126..86404216,86404373..86404463,86406917..86406995))] [gbkey=CDS]
Rps6kb1	969	lcl|NC_000077.7_cds_XP_036012910.1_63731 [gene=Rps6kb1] [db_xref=GeneID:72508] [protein=ribosomal protein S6 kinase beta-1 isoform X4] [protein_id=XP_036012910.1] [location=complement(join(86393551..86393788,86395092..86395204,86397617..86397724,86402415..86402492,86402651..86402713,86403632..86403739,86404126..86404216,86404373..86404463,86406917..86406995))] [gbkey=CDS]
Rps6kb1	801	lcl|NC_000077.7_cds_XP_036012911.1_63732 [gene=Rps6kb1] [db_xref=GeneID:72508] [protein=ribosomal protein S6 kinase beta-1 isoform X5] [protein_id=XP_036012911.1] [location=complement(join(86393551..86393788,86395092..86395204,86397617..86397724,86402415..86402492,86402651..86402713,86403632..86403739,86404126..86404216,86404373..86404374))] [gbkey=CDS]
Rps6kb1	1356	lcl|NC_000077.7_cds_XP_011247577.1_63733 [gene=Rps6kb1] [db_xref=GeneID:72508] [protein=ribosomal protein S6 kinase beta-1 isoform X1] [protein_id=XP_011247577.1] [location=complement(join(86393791..86393806,86395092..86395204,86397617..86397724,86402415..86402492,86402651..86402713,86403632..86403739,86404126..86404216,86404373..86404463,86406917..86407017,86408409..86408466,86410718..86410865,86423598..86423666,86424852..86424972,86426237..86426286,86435392..86435532))] [gbkey=CDS]
Rps6kb1	1299	lcl|NC_000077.7_cds_XP_011247578.1_63734 [gene=Rps6kb1] [db_xref=GeneID:72508] [protein=ribosomal protein S6 kinase beta-1 isoform X3] [protein_id=XP_011247578.1] [location=complement(join(86396936..86397007,86397617..86397724,86402415..86402492,86402651..86402713,86403632..86403739,86404126..86404216,86404373..86404463,86406917..86407017,86408409..86408466,86410718..86410865,86423598..86423666,86424852..86424972,86426237..86426286,86435392..86435532))] [gbkey=CDS]
Rps6kb1	951	lcl|NC_000077.7_cds_NP_082535.1_63735 [gene=Rps6kb1] [db_xref=CCDS:CCDS25201.1,GeneID:72508] [protein=ribosomal protein S6 kinase beta-1 isoform 2] [protein_id=NP_082535.1] [location=complement(join(86407592..86407813,86407977..86408075,86408176..86408218,86408409..86408466,86410718..86410865,86423598..86423666,86424852..86424972,86426237..86426286,86435392..86435532))] [gbkey=CDS]
Rpl23	423	lcl|NC_000077.7_cds_NP_075029.1_64457 [gene=Rpl23] [db_xref=CCDS:CCDS25331.1,GeneID:65019] [protein=large ribosomal subunit protein uL14] [protein_id=NP_075029.1] [location=complement(join(97668908..97668990,97669091..97669204,97672160..97672288,97672632..97672715,97673170..97673182))] [gbkey=CDS]
Rpl19	591	lcl|NC_000077.7_cds_XP_036012353.1_64490 [gene=Rpl19] [db_xref=GeneID:19921] [protein=large ribosomal subunit protein eL19 isoform X1] [protein_id=XP_036012353.1] [location=join(97917812..97917816,97918649..97918755,97919172..97919294,97920221..97920341,97920601..97920711,97921097..97921220)] [gbkey=CDS]
Rpl19	591	lcl|NC_000077.7_cds_XP_036012354.1_64491 [gene=Rpl19] [db_xref=GeneID:19921] [protein=large ribosomal subunit protein eL19 isoform X1] [protein_id=XP_036012354.1] [location=join(97917812..97917816,97918649..97918755,97919172..97919294,97920221..97920341,97920601..97920711,97921097..97921220)] [gbkey=CDS]
Rpl19	591	lcl|NC_000077.7_cds_NP_033104.2_64492 [gene=Rpl19] [db_xref=CCDS:CCDS25337.1,GeneID:19921] [protein=large ribosomal subunit protein eL19 isoform 1] [protein_id=NP_033104.2] [location=join(97917812..97917816,97918649..97918755,97919172..97919294,97920221..97920341,97920601..97920711,97921097..97921220)] [gbkey=CDS]
Rpl19	585	lcl|NC_000077.7_cds_XP_030101565.1_64493 [gene=Rpl19] [db_xref=GeneID:19921] [protein=large ribosomal subunit protein eL19 isoform X2] [protein_id=XP_030101565.1] [location=join(97918650..97918755,97919172..97919294,97920221..97920341,97920601..97920711,97921097..97921220)] [gbkey=CDS]
Rpl19	585	lcl|NC_000077.7_cds_NP_001152955.1_64494 [gene=Rpl19] [db_xref=CCDS:CCDS48900.1,GeneID:19921] [protein=large ribosomal subunit protein eL19 isoform 2] [protein_id=NP_001152955.1] [location=join(97918650..97918755,97919172..97919294,97920221..97920341,97920601..97920711,97921097..97921220)] [gbkey=CDS]
Rpl19	585	lcl|NC_000077.7_cds_XP_006532673.1_64495 [gene=Rpl19] [db_xref=GeneID:19921] [protein=large ribosomal subunit protein eL19 isoform X2] [protein_id=XP_006532673.1] [location=join(97918650..97918755,97919172..97919294,97920221..97920341,97920601..97920711,97921097..97921220)] [gbkey=CDS]
Rpl27	411	lcl|NC_000077.7_cds_NP_035419.1_64902 [gene=Rpl27] [db_xref=CCDS:CCDS25470.1,GeneID:19942] [protein=large ribosomal subunit protein eL27] [protein_id=NP_035419.1] [location=join(101333551..101333631,101334327..101334496,101336046..101336156,101336265..101336313)] [gbkey=CDS]
Rpl38	213	lcl|NC_000077.7_cds_XP_017170209.1_65748 [gene=Rpl38] [db_xref=GeneID:67671] [protein=large ribosomal subunit protein eL38 isoform X1] [protein_id=XP_017170209.1] [location=join(114559638..114559640,114559732..114559792,114562560..114562682,114563091..114563116)] [gbkey=CDS]
Rpl38	213	lcl|NC_000077.7_cds_NP_001041523.1_65749 [gene=Rpl38] [db_xref=CCDS:CCDS36365.1,GeneID:67671] [protein=large ribosomal subunit protein eL38] [protein_id=NP_001041523.1] [location=join(114559638..114559640,114559732..114559792,114562560..114562682,114563091..114563116)] [gbkey=CDS]
Rpl38	213	lcl|NC_000077.7_cds_NP_001041522.1_65750 [gene=Rpl38] [db_xref=CCDS:CCDS36365.1,GeneID:67671] [protein=large ribosomal subunit protein eL38] [protein_id=NP_001041522.1] [location=join(114559638..114559640,114559732..114559792,114562560..114562682,114563091..114563116)] [gbkey=CDS]
Rpl38	213	lcl|NC_000077.7_cds_NP_075861.1_65751 [gene=Rpl38] [db_xref=CCDS:CCDS36365.1,GeneID:67671] [protein=large ribosomal subunit protein eL38] [protein_id=NP_075861.1] [location=join(114559638..114559640,114559732..114559792,114562560..114562682,114563091..114563116)] [gbkey=CDS]
Rpl38	213	lcl|NC_000077.7_cds_NP_001349847.1_65752 [gene=Rpl38] [db_xref=CCDS:CCDS36365.1,GeneID:67671] [protein=large ribosomal subunit protein eL38] [protein_id=NP_001349847.1] [location=join(114559638..114559640,114559732..114559792,114562560..114562682,114563091..114563116)] [gbkey=CDS]
Rps7	585	lcl|NC_000078.7_cds_NP_035430.1_67304 [gene=Rps7] [db_xref=CCDS:CCDS25851.1,GeneID:20115] [protein=small ribosomal subunit protein eS7] [protein_id=NP_035430.1] [location=complement(join(28681115..28681192,28681623..28681773,28683767..28683831,28684208..28684351,28685415..28685486,28685579..28685653))] [gbkey=CDS]
Rpl10l	645	lcl|NC_000078.7_cds_NP_001156405.1_68031 [gene=Rpl10l] [db_xref=CCDS:CCDS49076.1,GeneID:238217] [protein=large ribosomal subunit protein uL16-like] [protein_id=NP_001156405.1] [location=complement(66330487..66331131)] [gbkey=CDS]
Rps29	171	lcl|NC_000078.7_cds_NP_033119.1_68037 [gene=Rps29] [db_xref=CCDS:CCDS36461.1,GeneID:20090] [protein=small ribosomal subunit protein uS14] [protein_id=NP_033119.1] [location=complement(join(69204587..69204595,69205435..69205534,69205771..69205832))] [gbkey=CDS]
Rpl36al	321	lcl|NC_000078.7_cds_NP_079865.1_68039 [gene=Rpl36al] [db_xref=CCDS:CCDS25946.1,GeneID:66483] [protein=60S ribosomal protein L36a-like] [protein_id=NP_079865.1] [location=complement(69229590..69229910)] [gbkey=CDS]
Rps6kl1	1557	lcl|NC_000078.7_cds_XP_030102568.1_68817 [gene=Rps6kl1] [db_xref=GeneID:238323] [protein=ribosomal protein S6 kinase-like 1 isoform X4] [protein_id=XP_030102568.1] [location=complement(join(85183147..85183257,85183520..85183615,85185205..85185287,85185427..85185516,85185852..85186442,85187118..85187250,85193637..85193729,85194520..85194644,85196428..85196662))] [gbkey=CDS]
Rps6kl1	1560	lcl|NC_000078.7_cds_XP_006515912.1_68818 [gene=Rps6kl1] [db_xref=GeneID:238323] [protein=ribosomal protein S6 kinase-like 1 isoform X3] [protein_id=XP_006515912.1] [location=complement(join(85183147..85183257,85183520..85183615,85185205..85185287,85185427..85185519,85185852..85186442,85187118..85187250,85193637..85193729,85194520..85194644,85196428..85196662))] [gbkey=CDS]
Rps6kl1	1605	lcl|NC_000078.7_cds_XP_030102567.1_68819 [gene=Rps6kl1] [db_xref=GeneID:238323] [protein=ribosomal protein S6 kinase-like 1 isoform X1] [protein_id=XP_030102567.1] [location=complement(join(85183147..85183257,85183520..85183615,85185205..85185287,85185427..85185516,85185852..85186442,85187118..85187250,85187603..85187650,85193637..85193729,85194520..85194644,85196428..85196662))] [gbkey=CDS]
Rps6kl1	1608	lcl|NC_000078.7_cds_NP_001351245.1_68820 [gene=Rps6kl1] [db_xref=GeneID:238323] [protein=ribosomal protein S6 kinase-like 1 isoform 3] [protein_id=NP_001351245.1] [location=complement(join(85183147..85183257,85183520..85183615,85185205..85185287,85185427..85185519,85185852..85186442,85187118..85187250,85187603..85187650,85193637..85193729,85194520..85194644,85196428..85196662))] [gbkey=CDS]
Rps6kl1	1587	lcl|NC_000078.7_cds_NP_001351246.1_68821 [gene=Rps6kl1] [db_xref=GeneID:238323] [protein=ribosomal protein S6 kinase-like 1 isoform 4] [protein_id=NP_001351246.1] [location=complement(join(85183147..85183257,85183520..85183615,85185205..85185287,85185427..85185516,85185852..85186442,85187118..85187250,85193637..85193729,85194520..85194644,85196398..85196662))] [gbkey=CDS]
Rps6kl1	1590	lcl|NC_000078.7_cds_XP_006515911.1_68822 [gene=Rps6kl1] [db_xref=GeneID:238323] [protein=ribosomal protein S6 kinase-like 1 isoform X2] [protein_id=XP_006515911.1] [location=complement(join(85183147..85183257,85183520..85183615,85185205..85185287,85185427..85185519,85185852..85186442,85187118..85187250,85193637..85193729,85194520..85194644,85196398..85196662))] [gbkey=CDS]
Rps6kl1	1635	lcl|NC_000078.7_cds_NP_666356.2_68823 [gene=Rps6kl1] [db_xref=CCDS:CCDS36496.1,GeneID:238323] [protein=ribosomal protein S6 kinase-like 1 isoform 2] [protein_id=NP_666356.2] [location=complement(join(85183147..85183257,85183520..85183615,85185205..85185287,85185427..85185516,85185852..85186442,85187118..85187250,85187603..85187650,85193637..85193729,85194520..85194644,85196398..85196662))] [gbkey=CDS]
Rps6kl1	1638	lcl|NC_000078.7_cds_NP_001351244.1_68824 [gene=Rps6kl1] [db_xref=GeneID:238323] [protein=ribosomal protein S6 kinase-like 1 isoform 1] [protein_id=NP_001351244.1] [location=complement(join(85183147..85183257,85183520..85183615,85185205..85185287,85185427..85185519,85185852..85186442,85187118..85187250,85187603..85187650,85193637..85193729,85194520..85194644,85196398..85196662))] [gbkey=CDS]
Rps6ka5	2325	lcl|NC_000078.7_cds_XP_006516338.1_69211 [gene=Rps6ka5] [db_xref=GeneID:73086] [protein=ribosomal protein S6 kinase alpha-5 isoform X1] [protein_id=XP_006516338.1] [location=complement(join(100517703..100517942,100519260..100519423,100520533..100520692,100524708..100524899,100537088..100537258,100540690..100540783,100541382..100541515,100541894..100542019,100543981..100544142,100547555..100547705,100562074..100562177,100564149..100564232,100582256..100582363,100585785..100585900,100620530..100620748,100691040..100691139))] [gbkey=CDS]
Rps6ka5	2313	lcl|NC_000078.7_cds_XP_036013517.1_69212 [gene=Rps6ka5] [db_xref=GeneID:73086] [protein=ribosomal protein S6 kinase alpha-5 isoform X2] [protein_id=XP_036013517.1] [location=complement(join(100517703..100517942,100519260..100519423,100520533..100520692,100524708..100524899,100537088..100537258,100540690..100540783,100541382..100541515,100541894..100542019,100543981..100544142,100547555..100547705,100562074..100562177,100582256..100582363,100585785..100585900,100620530..100620748,100644777..100644848,100691040..100691139))] [gbkey=CDS]
